testing_enrolled,location_id,assessment_centre,location_name,operated_by,city,address,address_fr,postal_code,province,latitude,longitude,phu,phone,website,monday,tuesday,wednesday,thursday,friday,appointments,phone_appointments,symptomatic,drive_through,accessible,additional_information,saturday,sunday,online_appointments,walk_ins,children_under_2,age_threshold,public_transit,additional_information_fr,location_name_fr,french_language_services,free_parking,weeks_pregnant,general_population,asl_interpretation,email,first_nations,community_lab,vaccine_enrolled,pharmacy
1.0,37,1.0,North Hastings COVID-19 Assessment Center,Quinte Healthcare Corporation,Bancroft,1 Manor Lane,1 Manor Lane,K0L 1C0,ON,45.055092,-77.864208,Hastings and Prince Edward Counties Health Unit,613-332-2825 ext. 6224,https://www.qhc.on.ca/covid-19.php,10:00-14:00,10:00-14:00,10:00-14:00,10:00-14:00,10:00-14:00,1.0,,1.0,1.0,1.0,"Follow the signs, drive through into the tent, have those being assessed or tested on the driver's side of the vehicle if possible, park and turn off the car with the windows between the two tables under the tent. Phone or text your phone number to us and we will call you back to book a time. You must have an appointment so we can ensure patient safety, confidentiality and physical distancing.",,,,,,0m,,,North Hastings COVID-19 Assessment Center,1.0,1.0,,,,,,,,
,38,1.0,Perth and Smiths Falls District Hospital - Smiths Falls Site,Perth and Smiths Falls District Hospital,Smiths Falls,60 Cornelia Street West,60 rue Cornelia Ouest,K7A 2H9,ON,44.907454,-76.027508,"Leeds, Grenville and Lanark District Health Unit",613-283-2330 ext. 1401,https://healthunit.org/health-information/covid-19/assessment-testing-results/,08:00-12:00,closed,closed,closed,08:00-12:00,1.0,,1.0,,,"Located at the Smiths Falls site of the Perth and Smiths Falls District Hospital at the main entrance on Elmsley Street North. 

Online booking is now available through the Pomelo Platform (https://portal.healthmyself.net/northgrenvillecovid19assessmentcentre/forms/jMX#/). Or call to schedule an appointment (leave 1 message with clear details and you will receive a call back).",,,https://portal.healthmyself.net/northgrenvillecovid19assessmentcentre/forms/jMX#/,,1.0,0m,,,Hôpital du district de Perth et de Smiths Falls - Smiths Falls Site,,,,,,,,,,
,39,1.0,Prince Edward Covid-19 Assessment Centre - Prince Edward Community Centre,Prince Edward County Covid-19 Assessment Centre,Picton,375 Main Street East,375 rue Main est,K0K 2T0,ON,44.008797,-77.139402,Hastings and Prince Edward Counties Health Unit,613-813-6864,https://www.qhc.on.ca/covid-19.php,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,1.0,,1.0,1.0,1.0,"Closed March 31 2022

To schedule an assessment phone the CAC at 613-813-6864. Upon arrival for your appointment, please drive slowly into the testing lane marked by orange traffic cones and stop at the stop sign. Stay in your car for the assessment. On Saturdays and Sundays, messages may be left to arrange an appointment the following week. Those requiring weekend testing may call 613-961-5544, for testing at the Belleville and Trenton Assessment Centres.",,,,,,0m,,,Centre communautaire Prince Edward County,,1.0,,,,,,,,
1.0,40,1.0,West Ottawa Clinical Assessment Centre,Queensway Carleton Hospital,Ottawa,2625 Draper Ave,,K2H 7A1,ON,45.43238,-75.7911,Ottawa Public Health,613-721-4722,https://registration-qch.mychamp.ca/live/qch/booking,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,1.0,1.0,1.0,,,"Now open with its full suite of services for patients with respiratory illness. 



By appointment only. Can test anyone over 6 months.



Please note the new site location at 2625 Draper Avenue.",,,https://registration-qch.mychamp.ca/live/qch/booking,1.0,,6m,,,,1.0,,,,,,,,,
1.0,41,1.0,Quinte Healthcare - Belleville,Quinte Healthcare,Belleville,45 College Street West,45 rue College Ouest,K8P 2G3,ON,44.17531,-77.393179,Hastings and Prince Edward Counties Health Unit,613-961-5544,https://www.qhc.on.ca/covid-19.php,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,,1.0,1.0,1.0,"Stay in your car.

Call to check if you need to make an appointment.",09:00-17:00,09:00-17:00,,,,0m,,,,1.0,1.0,,,,,,,,
,42,1.0,Quinte West COVID-19 Assessment Centre - QHC Trenton Memorial Hospital,Quinte Healthcare Corporation,Trenton,242 King Street,,K8V 5S6,ON,44.10004,-77.58827,Hastings and Prince Edward Counties Health Unit,613-961-5544,https://www.qhc.on.ca/covid-19.php,08:00-16:00,08:00-16:00,,08:00-16:00,,1.0,,1.0,1.0,1.0,"Note: this site will be temporarily closing on July 15 2022, with a planned reopening in late August. 



Please call to schedule an appointment. Follow the signs, drive through into the tent, have those being assessed or tested on the driver's side of the vehicle if possible, park and turn off the car with the windows between the two tables under the tent. Phone or text your number to us and we will call you back to book a time. You must have an appointment so we can ensure patient safety, confidentiality and physical distancing.
Please call to schedule an appointment. Follow the signs, drive through into the tent, have those being assessed or tested on the driver's side of the vehicle if possible, park and turn off the car with the windows between the two tables under the tent. Phone or text your number to us and we will call you back to book a time. You must have an appointment so we can ensure patient safety, confidentiality and physical distancing.",,,,,,0m,,,,1.0,1.0,,,,,,,,
1.0,43,1.0,Cobden - Astrolabe Arena / Renfrew County Virtual Triage and Assessment Centre,Arnprior Regional Health,Cobden,70 Main Street,70 rue Main,K0J 1K0,ON,45.6264938,-76.8915763,Renfrew County and District Health Unit,1-844-727-6404,https://rcvtac.ca/,,,,,,1.0,1.0,1.0,,1.0,"Please note new address.

Renfrew County Virtual Triage and Assessment Centres (VTAC) offer COVID-19 testing and assessment at several locations across Renfrew County and at-home for vulnerable, housebound patients. Please call VTAC 1-844-727-6404 to schedule an appointment. 

Please visit the VTAC website for the current testing schedule, including hours and locations. On the website you see a series of blue buttons, please select ‘COVID-19 Testing Schedule’ to view the planned schedule for the week. Additional hours are added to meet demand, call VTAC for the most up to date hours of operation.",,,,1.0,,2y,,,,,,,,,,,,,
,44,1.0,Civic Centre,Arnprior Regional Health,Petawawa,16 Civic Centre Road,16 rue Civic Centre,K8H 3H5,ON,45.894435,-77.259937,Renfrew County and District Health Unit,844-727-6404,https://rcvtac.ca/,,,,,09:00-11:00,1.0,,1.0,,,,,,,,,,,,Civic Centre,,,,,,,,,,
,45,1.0,Pembroke Assessment Centre,Arnprior Regional Health,Pembroke,80 Richardson Crescent,,K8A 6W5,ON,45.78177,-77.127702,Renfrew County and District Health Unit,844-727-6404,https://rcvtac.ca/,13:00-16:00,,09:30-12:00&13:00-16:00,,13:00-16:00,1.0,,1.0,,,,,,,,,,,,Pembroke Assessment Centre,,,,,,,,,,
,46,1.0,Deep River Assessment Centre,Arnprior Regional Health,Deep River,117 Banting Drive,,K0J 1P0,ON,46.0955635391192,-77.4862979375329,Renfrew County and District Health Unit,844-727-6404,https://rcvtac.ca/course/view.php?id=22,,,,,,1.0,1.0,1.0,,,No restrictions. Two areas of focus - patients without a family physiciann or cannot reach their family physician and those with potential COVID.,,,https://covid-swab-rcvtac.mychamp.ca/,,,,,,Deep River Assessment Centre,,,,,,,,,,
,47,1.0,Arnprior Assessment Centre,Arnprior Regional Health,Arnprior,91 Meehan Street,91 rue Meehan,K7S 2B7,ON,45.434099,-76.358417,Renfrew County and District Health Unit,844-727-6404,https://rcvtac.ca/,,,,09:00-15:00,,1.0,,1.0,1.0,1.0,The hours for this center vary. Please visit the centre's website for current hours.,,,,1.0,,6m,,,Arnprior Assessment Centre,1.0,1.0,,,,,,,,
,48,1.0,Eganville - Renfrew County Virtual Triage and Assessment Centre,Arnprior Regional Health,Eganville,178 Jane Street,178 rue Jane,K0J 1T0,ON,45.541852,-77.105656,Renfrew County and District Health Unit,844-727-6404,https://rcvtac.ca/,,,,,14:00-16:00,1.0,,1.0,,,"Renfrew County Virtual Triage and Assessment Centres offers testing at several locations across Renfrew County on a rotating basis. Please visit the website for the current testing schedule, including hours and locations.  https://rcvtac.ca/
Please call to schedule an appointment 1-844-727-6404",,,,,,,,,,1.0,,,,,,,,,
,49,1.0,Renfrew Assessment Centre,Arnprior Regional Health,Renfrew,1005 Castleford Road,1005 rue Castleford,K7V 3Z8,ON,45.501648,-76.63828,Renfrew County and District Health Unit,844-727-6404,https://rcvtac.ca/course/view.php?id=22,,09:00-11:30,,,,1.0,,1.0,,,,,,,,,,,,Renfrew Assessment Centre,,,,,,,,,,
1.0,50,1.0,Barry's Bay - Renfrew County Virtual Triage and Assessment Centre,Arnprior Regional Health,Barry's Bay,"Barry's Bay Paramedic Base, 8 Billings Street",,K0J 1B0,ON,45.486065,-77.6791244,Renfrew County and District Health Unit,1-844-727-6404,https://rcvtac.ca/,,,,,,1.0,1.0,1.0,,1.0,"Renfrew County Virtual Triage and Assessment Centres offers testing at several locations across Renfrew County on a rotating basis. 

Please call to schedule an appointment. We do not have a physical site for testing - we do it through drive through testing sites or we go on site in various locations to do testing (ie retirement homes) as needed.

Please visit the website (https://rvtac.ca/) for the current testing schedule, including hours and locations. On the website you see a series of blue buttons, please select  ‘COVID-19 Testing Schedule’ to view the schedule for the week.",,,,,,6m,,,,1.0,1.0,,,,,,,,
1.0,51,1.0,RMH COVID-19 Assessment Centre,Ross Memorial Hospital,Lindsay,10 Angeline street,,K9V 2Y8,ON,44.3532,-78.75096,Algoma Public Health Unit,705-328-6217,https://www.rmh.org/covid-19,08:30-16:10,08:30-16:10,,08:30-16:10,08:30-16:10,1.0,1.0,1.0,,1.0,"Please enter through the Kent Street entrance into the assessment center



How to book an appointment • Call 705-328-6217 • Do not leave multiple messages • You will receive a call back within 1-2 business days • When arriving for your appointment • Arrive to the Assessment Centre at your appointment time. • Parking is available on the Sussex St and Peel St sides of the building• Enter from the front entrance on the Kent St W side of the building •  Wear a mask • Bring your health card and identification • Maintain physical distancing from others awaiting testing • For children under the age of 1, use the Emergency Department.",,,,,,1y,1.0,,RMH COVID-19 Assessment Centre,,,,,,,,,,
,52,1.0,Trent Hills COVID19 Assessment Centre,Trent Hills Family Health Team + Northumberland County Ambulance & Paramedic Services,Campbellford,146 Oliver Road,,K0L 1L0,ON,44.31271,-77.790044,"Haliburton, Kawartha, Pine Ridge District Health Unit",705-395-1801,https://www.thfht.com/wp-content/uploads/2020/05/PRESS-RELEASE-May-25-2020-AC-Final.pdf,,08:00-12:00,,,,1.0,,1.0,1.0,1.0,"Please note this location will be permanently closed as of Wednesday, June 29, 2022.



Campbellford Memorial Hospital, Isabella St Entrance, Basement, now offers assessments through a drive-through format. Call for appointments.



The Trent Hills COVID-19 Assessment Centre continues to provide home-based testing to vulnerable patients who have reduced mobility. This includes; residential settings, people living with disabilities, and patients with a palliative diagnosis.",closed,closed,,,1.0,6m,,,Centre d'èvaluation de la COVID-19 de Trent Hills,,1.0,,,,,,,,
,53,,Winchester COVID-19 Assessment Centre- Lions Club Hall,Winchester District Memorial Hospital,Winchester,515 Albert Street,515 rue Albert,K0C 2K0,ON,45.092745,-75.350378,Eastern Ontario Health Unit,800-267-7120,https://eohu.ca/en/covid/covid-19-testing-assessment-centres,08:00-12:00,08:00-12:00,08:00-12:00,08:00-12:00,08:00-12:00,1.0,,1.0,,1.0,Assessment Centre closed.,closed,closed,https://eohu.ca/en/covid/covid-19-testing-assessment-centres,,1.0,0m,,,Winchester - Centre d’évaluation pour la COVID-19,,1.0,,,,,,,,
,54,1.0,Peterborough COVID Assessment Centre - Northcrest Arena,Peterborough Regional Health Centre and Peterborough Paramedics,Peterborough,1 Hospital Drive,,K9J 7C6,ON,44.300025,-78.347609,Peterborough Public Health,,https://www.prhc.on.ca/,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,1.0,,1.0,,1.0,"We will provide on-site physician assessment and testing for people with symptoms, available by appointment only. 

Contact PRHC’s COVID-19 Assessment Centre directly by phone at 705-876-5086 to determine whether an appointment is required. Located in a mobile unit on the west side of the hospital.",08:00-12:00,08:00-12:00,https://s-ca.chkmkt.com/?e=210138&h=71305F7BD7FC4D6&l=en,,,,,,,,,,,,,,,,
1.0,55,1.0,Peterborough Regional Health Centre,Peterborough Regional Health Centre,Peterborough,1 Hospital Drive,1 chemin Hospital,K9J 7C6,ON,44.300025,-78.347609,Peterborough Public Health,705-876-5086,https://www.prhc.on.ca/about-us/covid-19-novel-coronavirus/,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,1.0,,1.0,,,"We will provide on-site physician assessment and testing for people with symptoms, available by appointment only. 

Contact PRHC’s COVID-19 Assessment Centre directly by phone at 705-876-5086 to determine whether an appointment is required. This phone line is staffed from 8:00 a.m. to 4:00 p.m. seven days a week. Located in a mobile unit on the west side of the hospital.",08:00-16:00,08:00-16:00,,,1.0,1y,1.0,,Peterborough Regional Health Centre,,1.0,,,,,,,,
1.0,56,1.0,Northumberland Hills Hospital,Northumberland Hills Hospital,Cobourg,1000 Depalma Drive,1000 chemin Depalma,K9A 5W6,ON,43.976426,-78.202208,"Haliburton, Kawartha, Pine Ridge District Health Unit",905-377-7783,https://nhh.ca/covid-centre,08:00-16:00,08:00-16:00,,08:00-16:00,08:00-16:00,1.0,,1.0,,1.0,"Located inside the main front entrance of Northumberland Hills Hospital. Please CALL AHEAD for a phone-based assessment prior to arriving on site. Walk-in patients also accepted.



Open daily, 8AM to 4PM, our enhanced COVID-19 Clinical Assessment Centre offers the following:

- Quick, direct access to a clinician

- Alternative to the Emergency Room for those with questions and moderate/worsening symptoms

- Phone-based triage option to start (often avoids need for in-person visit)

- Booked appointments with a clinician, typically SAME DAY (no need to wait your turn in the ER waiting room – show up at your scheduled time and come right in)

- On-site testing, 12- to 24-hour turnaround on results (provincial testing eligibility will apply)

- COVID-specific treatment with approved medications as applicable",,08:00-16:00,,1.0,1.0,1y,1.0,,Hôpital du Northumberland Hills,1.0,,,,1.0,,,,,
1.0,57,1.0,Atikokan General Hospital,Atikokan General Hospital,Atikokan,"120 Dorothy Street, Box 2490",101 chemin Zuke,P0T 1C0,ON,48.7542759,-91.597543,Northwestern Health Unit,807-597-4215,https://aghospital.on.ca/,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,1.0,,1.0,1.0,1.0,"Please call to schedule an appointment. Park at the marked parking area and come into the hospital.

After hours, please call Atikokan General Hospital at 807-597-4215.",closed,closed,,,1.0,0m,1.0,,Équipe santé familiale d'Atikokan,,1.0,,,,,,,,
1.0,58,1.0,Hearst COVID-19 Assessment Centre,Nord-Aski Family Health Team,Hearst,713 Front Street,,P0L 1N0,ON,49.688956,-83.66072,Porcupine Health Unit,705-372-2913,http://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-assessment-centres/,08:30-11:30,08:30-11:30,08:30-11:30,08:30-11:30,08:30-11:30,1.0,,1.0,1.0,1.0,"Located on the east side of the medical clinic in the parking lot. Call 705-372-2913 for an appointment.

After hours, please call Notre-Dame Hospital in advance for instructions. No walk-ins at the Emergency Department please.",closed,closed,,,,2y,1.0,,Centre d'èvaluation de la COVID-19 d'Hearst,1.0,1.0,,,,,,,,
1.0,59,1.0,Chapleau Health Services,Chapleau Family Health Team,Chapleau,2 Broomhead Road,6 chemin Broomhead,P0M 1K0,ON,47.841198,-83.414963,Sudbury and District Health Unit,705-864-2568,https://www.sschs.ca/general/home.html,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,1.0,1.0,1.0,1.0,1.0,Please call to schedule an appointment. Directions are provided during appointment booking. The testing centre is located in Chapleau Medical/Dental Clinic.,closed,closed,,,1.0,0m,1.0,,Services de santé de Chapleau,1.0,1.0,,,,,,,,
1.0,60,1.0,Health Sciences North - NEOMO,NEOMO Medical,Sudbury,885 Prete Street,885 rue Prete,P3E 3X9,ON,46.473037,-81.006321,Sudbury and District Health Unit,705-671-7373,https://www.hsnsudbury.ca/portalen/Patients-and-Visitors/COVID-19/COVID-19-Assessment-Centre,09:00-12:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,1.0,,1.0,1.0,1.0,Book your appointment online. Directions are provided during appointment booking. No appointments from 12-1 PM,08:00-16:00,08:00-16:00,https://secure.hsnsudbury.ca/COVID19AppointmentRequest/assessment-form,,1.0,0m,,,NEOMO Medical,1.0,1.0,,,,,,,,
1.0,61,1.0,Primacy Medical Centre,Primacy Medical Centre,Sudbury,1485 Lasalle Boulevard,1485 boulevard Lasalle,P3A 5H7,ON,46.521729,-80.939584,Sudbury and District Health Unit,705-671-7373,https://www.hsnsudbury.ca/portalen/Patients-and-Visitors/COVID-19/COVID-19-Assessment-Centre,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,1.0,,1.0,1.0,1.0,"Located in the parking lot of the Superstore, beside the pharmacy.",11:00-19:00,11:00-19:00,,,1.0,6m,1.0,Situé dans le stationnement du Superstore.,Primacy Medical Centre,1.0,1.0,,,,,,,,
